jobtitle,location,country,function,days_open_in_report_date_range,total_amount_of_views,unique_visits,unique_application_clicks,cost_per_click,cost_per_application,application_through_rate
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,29,50,44,3,2.347447073474471,34.42922374429224,0.0681818181818181
Jurist handhaving,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,50,49,0,2.253284875594073,,0.0
Senior Jurist Milieu,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,50,48,0,2.300228310502283,,0.0
Multi Client Pool ICT Servicedeskmedewerker,"De Meern, Utrecht, Nederland",Nederland,Other,8,50,47,1,0.6062372486155639,28.493150684931507,0.0212765957446808
Junior Jurist Subsidierecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,50,48,0,2.300228310502283,,0.0
,,,,0,50,43,4,0.0,0.0,0.0930232558139534
Projectorganisator Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Other,31,50,46,1,2.4002382370458606,110.4109589041096,0.0217391304347826
Senior Jurist Woo - Rijksoverheid,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,3,49,45,0,0.2374429223744292,,0.0
Jurist handhaving,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,49,48,0,2.300228310502283,,0.0
Senior Functioneel Beheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,8,49,44,0,0.6475716064757161,,0.0
Medior Adviseur Subsidies Den Haag,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,31,49,40,1,2.76027397260274,110.4109589041096,0.025
Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,49,45,1,0.791476407914764,35.61643835616438,0.0222222222222222
Junior Jurist Ruimtelijke Ordening,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,49,47,1,0.7577965607694549,35.61643835616438,0.0212765957446808
Bid Manager,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,24,49,42,2,2.035225048923679,42.73972602739726,0.0476190476190476
Subsidiemedewerker,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,8,49,41,1,0.694954894754427,28.493150684931507,0.024390243902439
Junior Jurist Subsidierecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,49,47,1,2.3491693383853103,110.4109589041096,0.0212765957446808
Medior Jurist Subsidierecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,28,48,45,2,2.21613394216134,49.86301369863014,0.0444444444444444
Junior BIM Engineer,"Den Haag, Zuid-Holland, Nederland",Nederland,Art/Creative/Design/Information Technology,24,48,44,1,1.942714819427148,85.47945205479452,0.0227272727272727
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,11,48,41,5,0.9555629802873372,7.835616438356165,0.1219512195121951
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,48,42,4,0.8480104370515329,8.904109589041095,0.0952380952380952
Maintenance Engineer,"Steenwijk, Overijssel, Nederland",Nederland,Management/Manufacturing,1,48,43,3,0.0828289264096846,1.187214611872146,0.0697674418604651
,,,,0,48,43,0,0.0,,0.0
Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,48,45,0,0.6331811263318112,,0.0
Projectorganisator Bouwkunde,"Utrecht, Utrecht, Nederland",Nederland,Other,34,48,47,1,2.5765083066161467,121.0958904109589,0.0212765957446808
Projectorganisator Bouwkunde,"Utrecht, Utrecht, Nederland",Nederland,Other,31,48,47,0,2.3491693383853103,,0.0
Acceptant Duurzaamheidskredieten,"Hilversum, Noord-Holland, Nederland",Nederland,Finance/Sales,14,48,42,1,1.1872146118721465,49.86301369863014,0.0238095238095238
Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,47,43,4,2.319209939471169,24.93150684931507,0.0930232558139534
Werkvoorbereider Bouwkunde – Regio Noord,"Groningen, Groningen, Nederland",Nederland,Other,5,47,40,1,0.4452054794520547,17.80821917808219,0.025
Senior Hypotheek Acceptant,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,47,47,0,2.7280676187700377,,0.0
Jurist Woo,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,47,46,0,0.7742703990470517,,0.0
Traineeship Maintenance en Assetmanagement,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,27,47,47,0,2.0460507140775284,,0.0
Handhavingsjurist WO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,31,47,45,0,2.4535768645357687,,0.0
Specialist Bijzonder Beheer Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,47,43,0,2.567696718700223,,0.0
Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,47,47,0,2.3491693383853103,,0.0
Senior Jurist Ruimtelijke Ordening,"Zwolle, Overijssel, Nederland",Nederland,Legal,28,47,46,0,2.167957117331745,,0.0
WO Junior Jurist Omgevingsrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,17,47,44,0,1.3760896637608966,,0.0
Junior Privacy Jurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,46,43,2,0.9111181905065308,19.58904109589041,0.0465116279069767
Commissioning Engineer,"'s-Gravendeel, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,2,46,35,2,0.2035225048923679,3.5616438356164384,0.0571428571428571
Jurist Milieu,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,46,44,0,2.5093399750934,,0.0
Traineeship Maintenance en Assetmanagement,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,27,46,45,0,2.136986301369863,,0.0
Juridisch Planoloog WO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,30,46,40,2,2.671232876712329,53.42465753424658,0.05
Senior Jurist Bezwaar Rijksoverheid,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,5,46,40,0,0.4452054794520547,,0.0
ICT Servicedesk Medewerker,"Enschede, Overijssel, Nederland",Nederland,Information Technology,5,46,33,3,0.53964300539643,5.93607305936073,0.0909090909090909
Servicedesk Specialist IT,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,24,45,38,1,2.249459264599856,85.47945205479452,0.0263157894736842
,,,,0,45,42,2,0.0,0.0,0.0476190476190476
Jurist Omgevingsrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,45,44,0,2.5093399750934,,0.0
Senior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,45,43,0,2.567696718700223,,0.0
Werkvoorbereider,"Delft, Zuid-Holland, Nederland",Nederland,Other,27,45,45,0,2.136986301369863,,0.0
Trainee Finance & Control,"Utrecht, Utrecht, Nederland",Nederland,Accounting/Auditing/Finance,11,45,40,0,0.9794520547945206,,0.0
IT Support Multi Client Pool,"De Meern, Utrecht, Nederland",Nederland,Information Technology,5,44,40,2,0.4452054794520547,8.904109589041095,0.05
Senior Hypotheek Acceptant Sittard,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,31,44,43,0,2.567696718700223,,0.0
Senior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,43,41,2,2.6929502171734048,55.2054794520548,0.048780487804878
Traineeship Hypotheekacceptatie,"Amersfoort, Utrecht, Nederland",Nederland,Other,31,43,39,0,2.8310502283105023,,0.0
Junior jurist handhaving,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,43,40,1,1.6027397260273972,64.10958904109589,0.025
Subsidiemedewerker,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,4,43,41,0,0.3474774473772135,,0.0
Senior Jurist Bezwaar & Beroep,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,19,43,43,0,1.5737496017840076,,0.0
Jurist Bezwaar & Beroep Medior WO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,30,43,43,0,2.4848677922905384,,0.0
Medior Werkvoorbereider Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Other,14,43,40,2,1.2465753424657535,24.93150684931507,0.05
Junior Werkvoorbereider Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Education/Training,8,43,37,3,0.7700851536467975,9.497716894977168,0.081081081081081
Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,42,38,1,1.6870944484498918,64.10958904109589,0.0263157894736842
Senior Jurist Omgevingsrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,42,40,0,2.76027397260274,,0.0
Jurist handhaving,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,29,42,41,0,2.5192114934847982,,0.0
Acceptant Woninghypotheken,"Rotterdam, Zuid-Holland, Nederland",Nederland,Finance/Sales,31,42,40,0,2.76027397260274,,0.0
Werkvoorbereider Utiliteit Junior,"Amsterdam, Noord-Holland, Nederland",Nederland,Education/Training,7,42,39,0,0.6392694063926941,,0.0
Projectleider Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Project Management,10,42,39,1,0.91324200913242,35.61643835616438,0.0256410256410256
Specialist Kredietbeoordeling Hilversum,"Hilversum, Noord-Holland, Nederland",Nederland,Other,31,42,38,0,2.905551550108147,,0.0
Senior Jurist Wet open overheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,42,35,0,3.1545988258317026,,0.0
Electrical Engineer,"Emmen, Drenthe, Nederland",Nederland,Engineering/Information Technology,2,41,34,3,0.209508460918614,2.374429223744292,0.088235294117647
Junior Hypotheekacceptant Sittard,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,31,41,40,0,2.76027397260274,,0.0
Medewerker Betaalachterstanden Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,8,41,39,0,0.730593607305936,,0.0
Jurist Rechtsbijstand (Senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,41,38,0,0.7498197548666186,,0.0
Medewerker business support Inkoop JP1022,"Groningen, Groningen, Nederland",Nederland,Purchasing/Supply Chain,3,41,36,1,0.2968036529680365,10.684931506849315,0.0277777777777777
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,41,38,2,0.9372746935832732,17.80821917808219,0.0526315789473684
Junior ICT Support Medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,7,41,36,4,0.6925418569254186,6.232876712328768,0.1111111111111111
Specialist Assetmanagement wo Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,27,41,41,0,2.345472769796191,,0.0
Senior Jurist Omgevingsrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,41,40,0,2.76027397260274,,0.0
Junior jurist handhaving,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,6,41,37,2,0.5775638652350981,10.684931506849315,0.054054054054054
Accountmanager IT Infrastructuur,"Eindhoven, Noord-Brabant, Nederland",Nederland,Business Development/Sales,5,41,37,1,0.4813032210292484,17.80821917808219,0.027027027027027
,,,,0,41,39,0,0.0,,0.0
Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,41,41,0,2.6929502171734048,,0.0
Electrical Engineer,"Burgum, Friesland, Nederland",Nederland,Engineering/Information Technology,2,40,32,5,0.2226027397260274,1.4246575342465753,0.15625
Field Service Technician,"Hengelo, Overijssel, Nederland",Nederland,Engineering/Information Technology,8,40,38,1,0.7498197548666186,28.493150684931507,0.0263157894736842
 Technicus E&I,"Arnhem, Gelderland, Nederland",Nederland,Engineering/Production/Project Management,7,40,38,1,0.6560922855082914,24.93150684931507,0.0263157894736842
Werkvoorbereider,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,27,40,39,1,2.4657534246575343,96.16438356164385,0.0256410256410256
IT - Servicedesk Specialist,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,28,40,35,1,2.849315068493151,99.72602739726028,0.0285714285714285
Trainee Finance & Control,"Rotterdam, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,11,40,35,2,1.1193737769080236,19.58904109589041,0.0571428571428571
Senior jurist handhaving,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,39,36,0,0.989345509893455,,0.0
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,7,39,33,2,0.7555002075550021,12.465753424657535,0.0606060606060606
Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,29,39,38,0,2.7180966113914926,,0.0
ICT support medewerker,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,8,39,33,3,0.8634288086342881,9.497716894977168,0.0909090909090909
Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,39,36,1,0.791476407914764,28.493150684931507,0.0277777777777777
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,39,39,0,0.730593607305936,,0.0
Projectorganisator Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,31,39,36,1,3.066971080669711,110.4109589041096,0.0277777777777777
IT Werkplekbeheerder,"Leiden, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,3,39,35,1,0.3052837573385518,10.684931506849315,0.0285714285714285
Trainee Finance & Control,"Den Haag, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,11,39,37,1,1.0588670862643466,39.17808219178082,0.027027027027027
Werkvoorbereider Bouwkunde,"Groningen, Groningen, Nederland",Nederland,Project Management,7,39,34,4,0.7332796132151491,6.232876712328768,0.1176470588235294
Medior Project Engineer Installatietechniek,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,30,39,38,1,2.81182408074982,106.84931506849315,0.0263157894736842
Senior Jurist Wet open overheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,14,38,38,0,1.3121845710165827,,0.0
Junior Subsidiebehandelaar,"Utrecht, Utrecht, Nederland",Nederland,Other,3,38,32,1,0.3339041095890411,10.684931506849315,0.03125
IT Support Engineer,"Amsterdam Zuidoost, Noord-Holland, Nederland",Nederland,Information Technology,24,38,33,1,2.5902864259028644,85.47945205479452,0.0303030303030303
Medior Jurist Subsidierecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,38,36,0,3.066971080669711,,0.0
Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,38,38,0,2.905551550108147,,0.0
Projectorganisator Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,38,37,0,2.98407997038134,,0.0
Bestuursadviseur Digitalisering,"Delft, Zuid-Holland, Nederland",Nederland,Business Development/Sales,2,38,27,0,0.2638254693049213,,0.0
Zakelijke Hypotheek Acceptant,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,38,37,0,2.98407997038134,,0.0
Werkplekbeheerder,"Haarlem, Noord-Holland, Nederland",Nederland,Management/Manufacturing,9,38,35,2,0.9158512720156556,16.027397260273972,0.0571428571428571
Projectleider Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Project Management,7,37,28,2,0.8904109589041097,12.465753424657535,0.0714285714285714
Acceptant Woninghypotheken,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,37,36,0,3.066971080669711,,0.0
Traineeship Hypotheekacceptant Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,37,32,0,3.4503424657534247,,0.0
Jurist Letselschade Achmea,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,37,34,1,0.8380338436744561,28.493150684931507,0.0294117647058823
Traineeship Hypotheekacceptant Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,37,36,1,3.066971080669711,110.4109589041096,0.0277777777777777
ICT Support Engineer,"Deventer, Overijssel, Nederland",Nederland,Information Technology,5,37,30,1,0.593607305936073,17.80821917808219,0.0333333333333333
Calculator Tekenaar,"Steenwijk, Overijssel, Nederland",Nederland,Other,11,36,33,0,1.1872146118721465,,0.0
Senior Juridisch Vergunningverlener HBO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,31,36,35,0,3.1545988258317026,,0.0
Senior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,36,35,0,3.1545988258317026,,0.0
Accountmanager Insurance,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,4,36,33,2,0.431714404317144,7.123287671232877,0.0606060606060606
Specialist Bijzonder Beheer Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,31,36,34,0,3.247381144238517,,0.0
Medior Jurist Subsidierecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,36,35,0,3.1545988258317026,,0.0
Senior Jurist Wet open overheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,36,35,0,3.1545988258317026,,0.0
Medior Werkvoorbereider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Other,31,36,30,2,3.680365296803653,55.2054794520548,0.0666666666666666
Jurist Letselschade medior,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,36,35,0,0.8140900195694716,,0.0
Jurist Rechtsbijstand (senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,36,35,0,0.8140900195694716,,0.0
Werkvoorbereider,"Utrecht, Utrecht, Nederland",Nederland,Other,27,35,35,0,2.747553816046967,,0.0
Senior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,35,34,0,3.247381144238517,,0.0
ICT Servicedeskmedewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,26,35,35,1,2.645792563600782,92.6027397260274,0.0285714285714285
Junior Werkvoorbereider Bouwkunde,"Utrecht, Utrecht, Nederland",Nederland,Education/Training,8,35,30,3,0.949771689497717,9.497716894977168,0.1
Junior Werkvoorbereider bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,8,35,31,0,0.9191338930623066,,0.0
Werkplekbeheerder,"Haarlem, Noord-Holland, Nederland",Nederland,Management/Manufacturing,8,35,35,0,0.8140900195694716,,0.0
Medior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,18,34,31,0,2.06805125939019,,0.0
Specialist Kredietbeoordeling Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,34,32,0,3.4503424657534247,,0.0
Senior Jurist APV & Bijzondere Wetten,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,4,34,28,1,0.5088062622309197,14.246575342465754,0.0357142857142857
Jurist Beroep,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,34,31,1,0.9191338930623066,28.493150684931507,0.032258064516129
Medior Subsidie Beoordelaar Zwolle,"Zwolle, Overijssel, Nederland",Nederland,Analyst/Information Technology/Research,31,33,32,1,3.4503424657534247,110.4109589041096,0.03125
,,,,0,33,32,0,0.0,,0.0
Junior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,33,32,1,0.8904109589041096,28.493150684931507,0.03125
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,33,29,1,1.228153046764289,35.61643835616438,0.0344827586206896
Onderhoudsplanner,"Arnhem, Gelderland, Nederland",Nederland,Engineering/Manufacturing/Project Management,7,33,33,0,0.7555002075550021,,0.0
Senior systeembeheerder Windows,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,11,33,32,2,1.2243150684931507,19.58904109589041,0.0625
Jurist Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,4,33,25,0,0.5698630136986301,,0.0
Junior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,33,32,1,3.4503424657534247,110.4109589041096,0.03125
Sales Consultant Bouw-Infra,"Delft, Zuid-Holland, Nederland",Nederland,Business Development/Sales,8,33,29,2,0.9825224374114312,14.246575342465754,0.0689655172413793
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,33,26,2,3.8356164383561646,49.86301369863014,0.0769230769230769
Procesmanager Rotterdam,"Rotterdam, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,1,32,28,0,0.1272015655577299,,0.0
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,11,32,31,1,1.2638091029606715,39.17808219178082,0.032258064516129
Klantcontactmedewerker - Verzekeringen & Pensioenen,"Den Haag, Zuid-Holland, Nederland",Nederland,Administrative/Customer Service/Finance,2,32,23,0,0.3097081596188207,,0.0
Senior Jurist Wet open overheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,32,31,0,3.5616438356164384,,0.0
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,32,32,1,2.0034246575342465,64.10958904109589,0.03125
Manager Juridische Zaken,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,32,30,1,1.3059360730593608,39.17808219178082,0.0333333333333333
Senior Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,32,32,0,3.4503424657534247,,0.0
Senior Jurist Wet open overheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,32,32,0,3.4503424657534247,,0.0
Junior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,5,32,28,1,0.6360078277886496,17.80821917808219,0.0357142857142857
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,32,24,2,4.155251141552512,49.86301369863014,0.0833333333333333
Senior Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,32,32,0,0.8904109589041096,,0.0
Jurist Bezwaar & Beroep Omgevingsrecht HBO Medior,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,30,31,31,0,3.44675209898365,,0.0
Intune Specialist,"Amstelveen, Noord-Holland, Nederland",Nederland,Other,24,31,27,1,3.165905631659056,85.47945205479452,0.037037037037037
Senior Jurist Handhaving,"Utrecht, Utrecht, Nederland",Nederland,Legal,6,31,28,0,0.7632093933463796,,0.0
Senior Jurist Ruimtelijke Ordening,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,11,31,30,0,1.3059360730593608,,0.0
Medior Bezwaarjurist - Den Haag,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,31,31,28,2,3.943248532289629,55.2054794520548,0.0714285714285714
Medior Werkvoorbereider Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Other,31,31,28,2,3.943248532289629,55.2054794520548,0.0714285714285714
Jurist Vergunningen,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,30,31,30,0,3.5616438356164384,,0.0
Junior Bezwaarjurist - Utrecht - Wo,"Utrecht, Utrecht, Nederland",Nederland,Other,4,31,26,0,0.547945205479452,,0.0
Senior Jurist Omgevingsrecht,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,31,29,0,1.228153046764289,,0.0
Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,31,30,1,0.949771689497717,28.493150684931507,0.0333333333333333
Jurist Rechtsbijstand (medior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,31,28,0,1.0176125244618397,,0.0
Compliance Adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,11,31,28,0,1.399217221135029,,0.0
Junior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,5,30,27,2,0.6595636732623034,8.904109589041095,0.074074074074074
Junior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,5,30,28,0,0.6360078277886496,,0.0
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,30,23,3,4.33591423466349,33.242009132420094,0.1304347826086956
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,30,19,3,5.248738284066331,33.242009132420094,0.1578947368421052
Bouwkundig Werkvoorbereider,"Zwolle, Overijssel, Nederland",Nederland,Other,8,30,30,0,0.949771689497717,,0.0
Medior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,30,28,1,1.2720156555772992,35.61643835616438,0.0357142857142857
Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,30,29,0,3.807274444969296,,0.0
Jurist Rechtsbijstand (Senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,7,30,29,0,0.8597071327350024,,0.0
Medior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,30,23,1,4.33591423466349,99.72602739726028,0.0434782608695652
Junior Werkvoorbereider bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,30,29,24,1,4.452054794520548,106.84931506849315,0.0416666666666666
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,29,28,1,1.0176125244618397,28.493150684931507,0.0357142857142857
Letselschadebehandelaar,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,8,29,25,0,1.1397260273972605,,0.0
,,,,0,29,27,0,0.0,,0.0
Junior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,5,29,27,0,0.6595636732623034,,0.0
Werkvoorbereider E&I,"Farmsum, Groningen, Nederland",Nederland,Other,11,29,24,0,1.632420091324201,,0.0
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,29,22,1,4.533001245330013,99.72602739726028,0.0454545454545454
Medior Adviseur Subsidies Zwolle,"Zwolle, Overijssel, Nederland",Nederland,Other,31,29,19,0,5.811103100216294,,0.0
Senior Jurist Omgevingsrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,6,29,26,1,0.821917808219178,21.36986301369863,0.0384615384615384
Medior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,29,26,3,1.095890410958904,9.497716894977168,0.1153846153846153
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,11,28,27,1,1.4510400811770676,39.17808219178082,0.037037037037037
Modern Workplace Engineer,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,6,28,25,3,0.8547945205479452,7.123287671232877,0.12
Bijzonder Beheer Specialist Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,8,28,26,0,1.095890410958904,,0.0
Traineeship Hypotheekacceptatie,"Amersfoort, Utrecht, Nederland",Nederland,Other,4,28,24,0,0.593607305936073,,0.0
,,,,0,27,23,0,0.0,,0.0
,,,,0,27,26,0,0.0,,0.0
Bouwkundig Werkvoorbereider,"Groningen, Groningen, Nederland",Nederland,Other,7,27,25,1,0.9972602739726028,24.93150684931507,0.04
Senior Jurist Bestuursrecht - Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,4,27,25,0,0.5698630136986301,,0.0
Jurist Milieu,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,27,27,26,0,3.698630136986301,,0.0
Medior Jurist Bestuursrecht - Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,4,27,26,1,0.547945205479452,14.246575342465754,0.0384615384615384
