Company that is looking,State start date,State end date,Original offer date,Jobtitle,Standerdised title,Location,Country,Function,Days open in report date range,Total amount of views,Total number of application clicks,Unique visits,Unieke sollicitatieklikken,Cost per application,Cost per click,Application through rate
Brunel,2025-02-06,2025-03-08,2025-02-06,Junior Jurist Subsidierecht,Junior advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,53,1,50,1,110.41095890410959,2.208219178082192,0.02
,2025-01-28,2025-02-06,,,,,,,0,52,1,44,1,0.0,0.0,0.022727272727272728
Brunel,2025-03-21,2025-04-07,2025-03-21,Junior Subsidiebehandelaar,Financiën,"Roermond, Limburg, Nederland",Nederland,Other,18,52,0,46,0,,1.3936867182846933,0.0
Brunel,2024-12-10,2025-01-09,2024-12-10,Senior Jurist Milieu,,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,52,1,47,1,110.41095890410959,2.3491693383853103,0.02127659574468085
Brunel,2024-12-03,2025-01-02,2024-12-03,Junior Bezwaarjurist - Utrecht - Wo,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Other,31,52,1,47,1,110.41095890410959,2.3491693383853103,0.02127659574468085
Brunel,2025-01-28,2025-02-27,2025-01-28,Senior Jurist Vergunningen,,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,52,0,51,0,,2.164920762825678,0.0
Brunel,2024-10-28,2024-11-07,2024-10-28,Jurist Milieu,Milieudeskundige,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,11,52,1,50,1,39.178082191780824,0.7835616438356164,0.02
Brunel,2024-12-03,2025-01-02,2024-12-03,Junior Bezwaarjurist - Den Haag,Juridisch medewerker,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,31,52,1,50,1,110.41095890410959,2.208219178082192,0.02
Brunel,2025-02-06,2025-03-08,2025-02-06,Junior Werkvoorbereider Civiele Techniek,,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,31,51,2,46,2,55.205479452054796,2.4002382370458606,0.043478260869565216
Brunel,2025-01-15,2025-02-13,2025-01-15,Jurist Bezwaar & Beroep Omgevingswet HBO Junior,Advocaat,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,30,51,0,46,0,,2.3228111971411556,0.0
Brunel,2024-11-13,2024-12-13,2024-11-13,Junior Hypotheekacceptant Amersfoort,Hypotheekverzekeraar,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,51,0,48,0,,2.300228310502283,0.0
Brunel,2025-03-21,2025-04-07,2025-03-21,Jurist Contractenrecht,Advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,51,0,45,0,,1.4246575342465753,0.0
Brunel,2025-01-15,2025-02-14,2025-01-15,Hypotheekacceptant Utrecht,Hypotheekverzekeraar,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,51,0,50,0,,2.208219178082192,0.0
Brunel,2024-08-29,2024-10-19,2024-08-27,Maintenance Engineer Mechanical,Werktuigbouwkundige,"Amsterdam, Noord-Holland, Nederland",Nederland,Management/Manufacturing,27,51,1,46,1,96.16438356164383,2.0905300774270397,0.021739130434782608
Brunel,2024-10-28,2024-11-07,2024-10-28,Project Engineer Energie opwek Mechanisch,Werktuigbouwkundige,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,11,51,1,48,1,39.178082191780824,0.8162100456621005,0.020833333333333332
Brunel,2025-07-14,2025-07-31,2025-07-14,Monteur Schadeherstel,Monteur,"Meppel, Drenthe, Nederland",Nederland,Production/Supply Chain,18,51,0,47,0,,1.3640338093850188,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Jurist Woo bij de Rijksoverheid,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,51,0,50,0,,2.208219178082192,0.0
Brunel,2024-10-28,2024-11-07,2024-10-28,Project Engineer Energie opwek Mechanisch,Werktuigbouwkundige,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,11,51,4,46,4,9.794520547945206,0.8516974389517571,0.08695652173913043
Brunel,2025-03-28,2025-04-13,2025-03-28,Medior Jurist Subsidierecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,17,51,0,50,0,,1.210958904109589,0.0
Brunel,2024-11-17,2024-12-13,2024-10-28,Project Engineer Duurzame Energie,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,27,50,2,42,1,96.16438356164383,2.2896281800391387,0.023809523809523808
Brunel,2024-08-29,2024-10-19,2024-08-27,Traineeship Maintenance en Assetmanagement,Trainee,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,27,50,1,47,1,96.16438356164383,2.0460507140775284,0.02127659574468085
Brunel,2025-09-17,,2025-09-17,Junior Jurist Bestuursrecht,Junior advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,4,50,1,45,1,14.246575342465754,0.3165905631659056,0.022222222222222223
Brunel,2025-02-13,2025-02-24,2025-02-13,Jurist Vergunningen,Advocaat,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,12,50,0,46,0,,0.9291244788564622,0.0
Brunel,2025-03-06,2025-04-03,2025-03-06,Senior Jurist Bestuursrecht,,"Utrecht, Utrecht, Nederland",Nederland,Legal,29,50,0,47,0,,2.1976100262314193,0.0
Brunel,2025-03-06,2025-04-03,2025-03-06,Jurist Milieu,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,29,50,0,48,0,,2.151826484018265,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Senior Uitvoerder Bouwkunde,Constructiesupervisor,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,50,2,47,2,55.205479452054796,2.3491693383853103,0.0425531914893617
Brunel,2025-03-06,2025-04-03,2025-03-06,Medior Project Engineer Energie opwek Elektrotechniek,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,29,50,3,44,3,34.42922374429224,2.347447073474471,0.06818181818181818
Brunel,2024-11-13,2024-12-13,2024-11-13,Jurist handhaving,,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,50,0,49,0,,2.253284875594073,0.0
Brunel,2024-11-13,2024-12-13,2024-11-13,Senior Jurist Milieu,,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,50,0,48,0,,2.300228310502283,0.0
Brunel,2024-10-07,2024-10-14,2024-10-07,Multi Client Pool ICT Servicedeskmedewerker,ICT-specialist,"De Meern, Utrecht, Nederland",Nederland,Other,8,50,1,47,1,28.493150684931507,0.6062372486155639,0.02127659574468085
Brunel,2025-02-06,2025-03-08,2025-02-06,Junior Jurist Subsidierecht,Junior advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,50,0,48,0,,2.300228310502283,0.0
,2025-02-06,2025-03-11,,,,,,,0,50,4,43,4,0.0,0.0,0.09302325581395349
Brunel,2025-02-06,2025-03-08,2025-02-06,Projectorganisator Bouwkunde,Projectmanager,"Delft, Zuid-Holland, Nederland",Nederland,Other,31,50,1,46,1,110.41095890410959,2.4002382370458606,0.021739130434782608
Brunel,2025-06-17,2025-06-19,2025-06-17,Senior Jurist Woo - Rijksoverheid,Advocaat,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,3,49,0,45,0,,0.23744292237442924,0.0
Brunel,2024-11-13,2024-12-13,2024-11-13,Jurist handhaving,Advocaat,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,49,0,48,0,,2.300228310502283,0.0
Brunel,2024-10-07,2024-10-14,2024-10-07,Senior Functioneel Beheerder,ICT-manager,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,8,49,0,44,0,,0.6475716064757161,0.0
Brunel,2024-12-24,2025-01-23,2024-12-24,Medior Adviseur Subsidies Den Haag,Toelagenconsulent,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,31,49,1,40,1,110.41095890410959,2.76027397260274,0.025
Brunel,2024-10-28,2024-11-06,2024-10-28,Project Engineer Duurzame Energie,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,49,1,45,1,35.61643835616438,0.791476407914764,0.022222222222222223
Brunel,2024-10-28,2024-11-06,2024-10-28,Junior Jurist Ruimtelijke Ordening,Junior advocaat,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,49,1,47,1,35.61643835616438,0.7577965607694549,0.02127659574468085
Brunel,2025-01-15,2025-02-07,2024-12-03,Bid Manager,Financieel manager,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,24,49,2,42,2,42.73972602739726,2.035225048923679,0.047619047619047616
Brunel,2024-10-07,2024-10-14,2024-10-07,Subsidiemedewerker,Subsidiemedewerker,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,8,49,1,41,1,28.493150684931507,0.694954894754427,0.024390243902439025
Brunel,2025-02-06,2025-03-08,2025-02-06,Junior Jurist Subsidierecht,Junior advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,49,1,47,1,110.41095890410959,2.3491693383853103,0.02127659574468085
Brunel,2025-03-11,2025-04-07,2025-03-11,Medior Jurist Subsidierecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,28,48,2,45,2,49.86301369863014,2.2161339421613397,0.044444444444444446
Brunel,2024-10-14,2024-11-06,2024-10-14,Junior BIM Engineer,Elektrisch ingenieur,"Den Haag, Zuid-Holland, Nederland",Nederland,Art/Creative/Design/Information Technology,24,48,1,44,1,85.47945205479452,1.9427148194271482,0.022727272727272728
Brunel,2024-10-28,2024-11-07,2024-10-28,Project Engineer Energie opwek Elektrotechniek,Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,11,48,5,41,5,7.835616438356165,0.9555629802873372,0.12195121951219512
Brunel,2024-10-28,2024-11-06,2024-10-28,Project Engineer Energie opwek Mechanisch,Werktuigbouwkundige,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,48,4,42,4,8.904109589041095,0.8480104370515329,0.09523809523809523
Brunel,2025-03-28,2025-03-28,2025-03-28,Maintenance Engineer,Onderhoudsingenieur,"Steenwijk, Overijssel, Nederland",Nederland,Management/Manufacturing,1,48,3,43,3,1.187214611872146,0.08282892640968462,0.06976744186046512
,2024-10-14,2024-10-17,,,,,,,0,48,0,43,0,,0.0,0.0
Brunel,2024-10-07,2024-10-14,2024-10-07,Jurist Contractenrecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,48,0,45,0,,0.6331811263318112,0.0
Brunel,2025-02-06,2025-03-11,2025-02-06,Projectorganisator Bouwkunde,Projectmanager,"Utrecht, Utrecht, Nederland",Nederland,Other,34,48,1,47,1,121.0958904109589,2.5765083066161467,0.02127659574468085
Brunel,2024-11-20,2024-12-20,2024-11-20,Projectorganisator Bouwkunde,Projectmanager,"Utrecht, Utrecht, Nederland",Nederland,Other,31,48,0,47,0,,2.3491693383853103,0.0
Brunel,2024-11-20,2024-12-03,2024-11-20,Acceptant Duurzaamheidskredieten,Underwriter,"Hilversum, Noord-Holland, Nederland",Nederland,Finance/Sales,14,48,1,42,1,49.86301369863014,1.1872146118721463,0.023809523809523808
Brunel,2024-11-16,2024-12-13,2024-10-28,Project Engineer Duurzame Energie,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,47,4,43,4,24.93150684931507,2.319209939471169,0.09302325581395349
Brunel,2025-02-24,2025-02-28,2025-02-24,Werkvoorbereider Bouwkunde – Regio Noord,Projectplanner,"Groningen, Groningen, Nederland",Nederland,Other,5,47,1,40,1,17.80821917808219,0.44520547945205474,0.025
Brunel,2024-08-29,2024-10-28,2024-08-27,Senior Hypotheek Acceptant,Senior verzekeraar,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,47,0,47,0,,2.7280676187700377,0.0
Brunel,2024-10-28,2024-11-06,2024-10-28,Jurist Woo,Advocaat,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,47,0,46,0,,0.7742703990470517,0.0
Brunel,2024-08-29,2024-10-19,2024-08-27,Traineeship Maintenance en Assetmanagement,Trainee,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,27,47,0,47,0,,2.0460507140775284,0.0
Brunel,2025-01-19,2025-02-18,2025-01-15,Handhavingsjurist WO,Juridisch specialist,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,31,47,0,45,0,,2.4535768645357687,0.0
Brunel,2024-12-03,2025-01-02,2024-12-03,Specialist Bijzonder Beheer Utrecht,Specialist,"Utrecht, Utrecht, Nederland",Nederland,Other,31,47,0,43,0,,2.567696718700223,0.0
Brunel,2025-02-06,2025-03-08,2025-02-06,Jurist Woo bij de Rijksoverheid,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,47,0,47,0,,2.3491693383853103,0.0
Brunel,2025-03-11,2025-04-07,2025-03-11,Senior Jurist Ruimtelijke Ordening,,"Zwolle, Overijssel, Nederland",Nederland,Legal,28,47,0,46,0,,2.167957117331745,0.0
Brunel,2025-01-28,2025-02-13,2025-01-28,WO Junior Jurist Omgevingsrecht,Junior advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,17,47,0,44,0,,1.3760896637608966,0.0
Brunel,2025-03-28,2025-04-07,2025-03-28,Junior Privacy Jurist,,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,46,2,43,2,19.589041095890412,0.9111181905065308,0.046511627906976744
Brunel,2025-03-21,2025-03-22,2025-03-21,Commissioning Engineer,Ingenieur inbedrijfstelling,"'s-Gravendeel, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,2,46,2,35,2,3.5616438356164384,0.2035225048923679,0.05714285714285714
Brunel,2024-12-18,2025-01-17,2024-12-17,Jurist Milieu,Advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,46,0,44,0,,2.5093399750934,0.0
Brunel,2024-08-29,2024-10-19,2024-08-27,Traineeship Maintenance en Assetmanagement,Trainee,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,27,46,0,45,0,,2.136986301369863,0.0
Brunel,2025-01-15,2025-02-13,2025-01-15,Juridisch Planoloog WO,Planoloog,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,30,46,2,40,2,53.42465753424658,2.671232876712329,0.05
Brunel,2025-09-16,,2025-09-16,Senior Jurist Bezwaar Rijksoverheid,,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,5,46,0,40,0,,0.44520547945205474,0.0
Brunel,2025-02-28,2025-03-04,2025-01-28,ICT Servicedesk Medewerker,ICT-servicedesk,"Enschede, Overijssel, Nederland",Nederland,Information Technology,5,46,4,33,3,5.93607305936073,0.53964300539643,0.09090909090909091
Brunel,2025-01-15,2025-02-07,2024-12-10,Servicedesk Specialist IT,Servicedesk-specialist,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,24,45,1,38,1,85.47945205479452,2.2494592645998557,0.02631578947368421
,2024-10-14,2024-10-17,,,,,,,0,45,2,42,2,0.0,0.0,0.047619047619047616
Brunel,2025-01-28,2025-02-27,2025-01-28,Jurist Omgevingsrecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,45,0,44,0,,2.5093399750934,0.0
Brunel,2025-02-06,2025-03-08,2025-02-06,Senior Jurist Woo bij de Rijksoverheid,,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,45,0,43,0,,2.567696718700223,0.0
Brunel,2024-08-29,2024-10-19,2024-08-27,Werkvoorbereider,Data-analist,"Delft, Zuid-Holland, Nederland",Nederland,Other,27,45,0,45,0,,2.136986301369863,0.0
Brunel,2025-03-28,2025-04-07,2025-03-28,Trainee Finance & Control,Financieel controller,"Utrecht, Utrecht, Nederland",Nederland,Accounting/Auditing/Finance,11,45,0,40,0,,0.9794520547945206,0.0
Brunel,2025-02-28,2025-03-04,2025-01-28,IT Support Multi Client Pool,ICT-ondersteuningsspecialist,"De Meern, Utrecht, Nederland",Nederland,Information Technology,5,44,2,40,2,8.904109589041095,0.44520547945205474,0.05
Brunel,2024-11-20,2024-12-20,2024-11-20,Senior Hypotheek Acceptant Sittard,Senior verzekeraar,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,31,44,0,43,0,,2.567696718700223,0.0
Brunel,2024-10-14,2024-11-13,2024-10-14,Senior Uitvoerder Civiele Techniek,Civiele techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,43,2,41,2,55.205479452054796,2.6929502171734048,0.04878048780487805
Brunel,2024-10-18,2024-11-17,2024-10-14,Traineeship Hypotheekacceptatie,Financiën,"Amersfoort, Utrecht, Nederland",Nederland,Other,31,43,0,39,0,,2.8310502283105023,0.0
Brunel,2025-03-21,2025-04-07,2025-03-21,Junior jurist handhaving,Junior advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,43,1,40,1,64.10958904109589,1.6027397260273972,0.025
Brunel,2024-10-14,2024-10-17,2024-10-14,Subsidiemedewerker,Subsidiemedewerker,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,4,43,0,41,0,,0.3474774473772135,0.0
Brunel,2024-09-11,2024-10-11,2024-09-11,Senior Jurist Bezwaar & Beroep,,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,19,43,0,43,0,,1.5737496017840076,0.0
Brunel,2025-01-15,2025-02-13,2025-01-15,Jurist Bezwaar & Beroep Medior WO,Advocaat,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,30,43,0,43,0,,2.4848677922905384,0.0
Brunel,2024-11-20,2024-12-03,2024-11-20,Medior Werkvoorbereider Civiele Techniek,Planner,"Delft, Zuid-Holland, Nederland",Nederland,Other,14,43,2,40,2,24.93150684931507,1.2465753424657535,0.05
Brunel,2025-02-06,2025-02-13,2025-02-06,Junior Werkvoorbereider Civiele Techniek,,"Utrecht, Utrecht, Nederland",Nederland,Education/Training,8,43,3,37,3,9.497716894977168,0.7700851536467975,0.08108108108108109
Brunel,2025-03-21,2025-04-07,2025-03-21,Jurist Woo bij de Rijksoverheid,Advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,42,2,38,1,64.10958904109589,1.6870944484498918,0.02631578947368421
Brunel,2024-12-10,2025-01-09,2024-12-10,Senior Jurist Omgevingsrecht,,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,42,0,40,0,,2.76027397260274,0.0
Brunel,2025-03-06,2025-04-03,2025-03-06,Jurist handhaving,Advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,29,42,0,41,0,,2.5192114934847982,0.0
Brunel,2024-11-13,2024-12-13,2024-11-13,Acceptant Woninghypotheken,Underwriter,"Rotterdam, Zuid-Holland, Nederland",Nederland,Finance/Sales,31,42,0,40,0,,2.76027397260274,0.0
Brunel,2025-01-29,2025-02-04,2025-01-29,Werkvoorbereider Utiliteit Junior,,"Amsterdam, Noord-Holland, Nederland",Nederland,Education/Training,7,42,0,39,0,,0.6392694063926941,0.0
Brunel,2025-01-19,2025-01-28,2025-01-15,Projectleider Elektrotechniek,Projectleider,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Project Management,10,42,1,39,1,35.61643835616438,0.91324200913242,0.02564102564102564
Brunel,2024-12-03,2025-01-02,2024-12-03,Specialist Kredietbeoordeling Hilversum,Specialist,"Hilversum, Noord-Holland, Nederland",Nederland,Other,31,42,0,38,0,,2.905551550108147,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Senior Jurist Wet open overheid,Ambtenaar,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,42,0,35,0,,3.1545988258317026,0.0
Brunel,2025-03-28,2025-03-29,2025-03-28,Electrical Engineer,Elektrisch ingenieur,"Emmen, Drenthe, Nederland",Nederland,Engineering/Information Technology,2,41,3,34,3,2.374429223744292,0.20950846091861403,0.08823529411764706
Brunel,2024-11-13,2024-12-13,2024-11-13,Junior Hypotheekacceptant Sittard,Hypotheekverzekeraar,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,31,41,0,40,0,,2.76027397260274,0.0
Brunel,2024-10-07,2024-10-14,2024-10-07,Medewerker Betaalachterstanden Amsterdam,Financiën,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,8,41,0,39,0,,0.730593607305936,0.0
Brunel,2024-10-07,2024-10-14,2024-10-07,Jurist Rechtsbijstand (Senior),,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,41,0,38,0,,0.7498197548666186,0.0
Brunel,2025-01-19,2025-01-21,2025-01-03,Medewerker business support Inkoop JP1022,Medewerker inkoop,"Groningen, Groningen, Nederland",Nederland,Purchasing/Supply Chain,3,41,2,36,1,10.684931506849315,0.2968036529680365,0.027777777777777776
Brunel,2024-10-28,2024-11-06,2024-10-28,Medior Project Engineer Energie opwek Werktuigbouwkunde,Werktuigbouwkundige,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,41,2,38,2,17.80821917808219,0.9372746935832732,0.05263157894736842
Brunel,2024-12-31,2025-01-06,2024-12-03,Junior ICT Support Medewerker,ICT-medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,7,41,4,36,4,6.232876712328768,0.6925418569254186,0.1111111111111111
Brunel,2024-08-29,2024-10-19,2024-08-27,Specialist Assetmanagement wo Utrecht,Specialist,"Utrecht, Utrecht, Nederland",Nederland,Other,27,41,0,41,0,,2.345472769796191,0.0
Brunel,2025-01-28,2025-02-27,2025-01-28,Senior Jurist Omgevingsrecht,,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,41,0,40,0,,2.76027397260274,0.0
Brunel,2025-02-19,2025-02-24,2025-02-13,Junior jurist handhaving,Junior advocaat,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,6,41,2,37,2,10.684931506849315,0.5775638652350981,0.05405405405405406
Brunel,2024-10-07,2024-10-11,2024-10-07,Accountmanager IT Infrastructuur,ICT-specialist,"Eindhoven, Noord-Brabant, Nederland",Nederland,Business Development/Sales,5,41,1,37,1,17.80821917808219,0.4813032210292484,0.02702702702702703
,2024-10-17,2024-10-28,,,,,,,0,41,0,39,0,,0.0,0.0
Brunel,2024-10-14,2024-11-13,2024-10-14,Uitvoerder Bouwkunde,Constructiesupervisor,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,41,0,41,0,,2.6929502171734048,0.0
Brunel,2025-04-02,2025-04-03,2025-04-02,Electrical Engineer,Elektrisch ingenieur,"Burgum, Friesland, Nederland",Nederland,Engineering/Information Technology,2,40,6,32,5,1.4246575342465753,0.2226027397260274,0.15625
Brunel,2024-10-07,2024-10-14,2024-10-07,Field Service Technician,Velddiensttechnicus,"Hengelo, Overijssel, Nederland",Nederland,Engineering/Information Technology,8,40,1,38,1,28.493150684931507,0.7498197548666186,0.02631578947368421
Brunel,2024-08-30,2024-09-29,2024-08-30, Technicus E&I,Onderhoudstechnicus,"Arnhem, Gelderland, Nederland",Nederland,Engineering/Production/Project Management,7,40,1,38,1,24.93150684931507,0.6560922855082914,0.02631578947368421
Brunel,2024-08-29,2024-10-19,2024-08-27,Werkvoorbereider,Data-analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,27,40,1,39,1,96.16438356164383,2.4657534246575343,0.02564102564102564
Brunel,2024-12-20,2025-01-16,2024-12-03,IT - Servicedesk Specialist,ICT-specialist,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,28,40,1,35,1,99.72602739726028,2.849315068493151,0.02857142857142857
Brunel,2025-03-28,2025-04-07,2025-03-28,Trainee Finance & Control,Financieel controller,"Rotterdam, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,11,40,2,35,2,19.589041095890412,1.1193737769080236,0.05714285714285714
Brunel,2024-10-28,2024-11-06,2024-10-28,Senior jurist handhaving,,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,39,0,36,0,,0.989345509893455,0.0
Brunel,2024-11-07,2024-11-13,2024-10-28,Project Engineer Energie opwek Mechanisch,Werktuigbouwkundige,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,7,39,3,33,2,12.465753424657535,0.7555002075550021,0.06060606060606061
Brunel,2025-03-06,2025-04-03,2025-03-06,Jurist Woo bij de Rijksoverheid,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,29,39,0,38,0,,2.7180966113914926,0.0
Brunel,2025-02-28,2025-03-07,2025-02-06,ICT support medewerker,ICT-medewerker,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,8,39,3,33,3,9.497716894977168,0.8634288086342881,0.09090909090909091
Brunel,2024-10-07,2024-10-14,2024-10-07,Jurist Contractenrecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,39,1,36,1,28.493150684931507,0.791476407914764,0.027777777777777776
Brunel,2024-10-07,2024-10-14,2024-10-07,Jurist Milieu,Milieudeskundige,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,39,0,39,0,,0.730593607305936,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Projectorganisator Civiele Techniek,Civiele techniek,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,31,39,1,36,1,110.41095890410959,3.066971080669711,0.027777777777777776
Brunel,2025-05-19,2025-05-21,2025-05-19,IT Werkplekbeheerder,,"Leiden, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,3,39,1,35,1,10.684931506849315,0.30528375733855184,0.02857142857142857
Brunel,2025-03-28,2025-04-07,2025-03-28,Trainee Finance & Control,Financieel controller,"Den Haag, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,11,39,1,37,1,39.178082191780824,1.0588670862643466,0.02702702702702703
Brunel,2025-02-12,2025-02-18,2025-02-12,Werkvoorbereider Bouwkunde,Projectplanner,"Groningen, Groningen, Nederland",Nederland,Project Management,7,39,4,34,4,6.232876712328768,0.7332796132151491,0.11764705882352941
Brunel,2025-02-28,2025-03-29,2025-01-28,Medior Project Engineer Installatietechniek,Projectingenieur,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,30,39,1,38,1,106.84931506849315,2.81182408074982,0.02631578947368421
Brunel,2025-03-28,2025-04-10,2025-03-28,Senior Jurist Wet open overheid,,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,14,38,0,38,0,,1.3121845710165827,0.0
Brunel,2025-05-19,2025-05-21,2025-05-19,Junior Subsidiebehandelaar,,"Utrecht, Utrecht, Nederland",Nederland,Other,3,38,1,32,1,10.684931506849315,0.3339041095890411,0.03125
Brunel,2025-01-15,2025-02-07,2024-12-10,IT Support Engineer,Ondersteuningstechnicus ICT,"Amsterdam Zuidoost, Noord-Holland, Nederland",Nederland,Information Technology,24,38,1,33,1,85.47945205479452,2.5902864259028644,0.030303030303030304
Brunel,2025-02-06,2025-03-08,2025-02-06,Medior Jurist Subsidierecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,38,0,36,0,,3.066971080669711,0.0
Brunel,2025-02-06,2025-03-08,2025-02-06,Jurist Woo bij de Rijksoverheid,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,38,0,38,0,,2.905551550108147,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Projectorganisator Civiele Techniek,Civiele techniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,38,0,37,0,,2.98407997038134,0.0
Brunel,2024-10-17,2024-10-18,2024-10-14,Bestuursadviseur Digitalisering,Bestuursadviseur,"Delft, Zuid-Holland, Nederland",Nederland,Business Development/Sales,2,38,0,27,0,,0.26382546930492135,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Zakelijke Hypotheek Acceptant,Underwriter,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,38,0,37,0,,2.98407997038134,0.0
